ID,DocID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30
2,1,0.857,0.552,3.2704,-49.819,4.1425,-46.112,3.8077,0.81106,3,1.3397,1.7519,6.0563,13.542,-329.02,-22.583,241.03,5.1586,0.34956,0.065542,0.23096,0.28464,1.1904,4.0011,0.95166,7.2483,269.58,0.3,0.13333,0,1
2,1,1.579,1.096,3.2704,-49.056,4.6876,-44.041,5.211,0.7436,3,1.2954,0,5.1619,9.3306,-416.97,0,336.45,0.92384,0.43786,0.1049,0.20525,0.34938,0.95418,5.7076,0.91299,5.2077,-401.36,0.33,0.11111,0,1
2,1,1.59,1.104,2.8343,-48.947,4.1425,-44.586,4.5525,0.73605,3,1.2793,0,4.1074,10.133,-425.59,33.553,452.31,0.95625,0.35501,0.13574,0.2506,0.31325,0.85929,4.8743,0.93399,4.4151,113.49,0.25,0.088889,0,1
2,1,1.134,0.644,3.1614,-48.947,3.8155,-45.24,3.7637,0.79178,3,1.3961,0,6.84,13.821,-440.4,20.949,545.91,3.0281,0.13261,0,0.056835,0.090304,1.0672,3.9191,0.96035,6.0856,-139.37,0.31,0.11111,0,1
2,1,1.221,0.833,2.6163,-48.947,3.9245,-45.567,3.6238,0.74739,3,1.2015,0,6.2754,10.158,-531.39,8.7342,556.19,1.6517,0.49847,0.15282,0.25907,0.41026,0.91647,4.0487,0.89505,4.8604,200.68,0.31,0.11111,0,1
2,1,0.916,0.726,2.9433,-49.928,3.9245,-46.876,3.2062,0.75781,3,1.2598,0,6.1939,10.278,-221.12,-42.055,209.54,0,0.40031,0.022239,0.1705,0.28503,1.0326,3.5158,0.91193,4.8427,-262.42,0.26,0.13333,0,1
2,1,1.031,0.719,2.6163,-49.056,3.9245,-45.567,3.7256,0.76205,3,1.212,0.62021,7.2675,14.762,-737.11,-0.0052901,721.03,3.6337,0.63795,0.21308,0.37001,0.51036,0.97491,4.4275,0.84148,6.1578,546.84,0.27,0.11111,0,1
2,1,1.105,0.69,2.1803,-50.691,4.0335,-45.676,5.3461,0.83512,3,1.2168,5.1228,6.8133,13.318,-509.96,-2.3172,438.64,1.8795,0.48682,0.094473,0.2623,0.37545,1.1484,5.7815,0.92469,8.379,-176.38,0.31,0.11111,0,1
2,1,1.05,0.995,3.7064,-49.601,2.5073,-49.274,1.2429,0.48426,4,2.8753,0,1.8477,6.9495,-193.68,0,353.46,9.6354,1.4246,0.67788,1.0852,1.3529,0.60257,3.5437,0.35075,3.5615,292.73,0.36,0.088889,0,1
2,1,1.652,0.742,2.6163,-49.274,4.5785,-45.022,4.6825,0.7094,3,1.1384,0,7.2675,11.986,-551.69,-76.068,513.8,3.0282,0.4416,0.096695,0.21699,0.32435,0.91784,5.4207,0.86382,7.3055,-189.59,0.27,0.11111,0,1
2,1,1.191,0.587,3.7064,-48.947,4.6876,-45.676,3.4144,0.78784,3,1.2793,0,6.4125,15.641,-1117.7,2.5297,785.89,1.8353,0.27148,0.096062,0.16184,0.23807,1.0304,3.6296,0.9407,6.1833,-0.010891,0.34,0.13333,0,1
2,1,3.425,0.732,3.0524,-49.056,3.8155,-46.221,2.9353,0.67437,3,1.3078,0,4.5422,7.2675,-427.5,5.6089,313.94,0,0.48179,0.046559,0.21863,0.32915,1.0052,3.5088,0.83655,4.7934,678.65,0.36,0.11111,0,1
2,1,2.501,0.663,1.7442,-51.127,3.9245,-46.985,4.6812,0.77115,3,1.0863,0,7.2675,15.908,-555.43,-26.882,489.39,1.8795,0.51788,0.13302,0.30463,0.4336,0.90901,5.1687,0.90568,7.7959,533.45,0.26,0.11111,0,1
2,1,1.612,0.55,1.3082,-51.672,3.5974,-46.985,5.2167,0.8392,3,1.1165,0,7.7867,19.854,-615.89,39.815,735.42,0,0.38043,-0.0068341,0.071758,0.2499,0.92046,5.3912,0.96763,9.8022,762.21,0.34,0.11111,0,1
2,1,1.134,0.513,1.8532,-50.364,3.5974,-46.876,3.9002,0.79255,3,1.1071,0,6.0563,14.298,-438.89,13.465,496.27,2.5352,0.53627,0.063378,0.26814,0.39002,0.83179,4.0939,0.95269,7.9802,-197,0.32,0.11111,0,1
2,1,1.411,0.428,2.1803,-50.909,4.2515,-46.112,5.2247,0.84958,3,1.1632,5.618,9.693,15.635,-418.3,0,444,0,0.43444,0.028887,0.14557,0.36029,1.0762,5.4732,0.95458,12.788,135.49,0.36,0.13333,0,1
2,1,0.907,0.422,4.7966,-47.966,5.1236,-42.842,5.134,0.89472,3,1.5071,5.7375,14.419,26.567,-804.86,13.072,836.12,6.4125,0.42359,0.14189,0.32869,0.38193,1.3831,5.3016,0.9684,12.563,1004.7,0.38,0.11111,0,1
2,1,4.019,0.534,2.7253,-50.473,4.2515,-45.131,5.5554,0.74621,3,1.2925,0,6.8133,26.099,-367.9,-0.0052901,381.15,1.5141,0.47917,0.10482,0.25456,0.37735,1.1014,5.8933,0.94266,11.036,326.65,0.31,0.1,0,1
2,1,9.472,0.795,4.3605,-44.368,5.2326,-36.41,8.0056,0.75004,3,1.4616,4.3994,11.237,42.035,-1554.7,-55.333,1591.2,5.7375,0.83722,0.55251,0.66058,0.73153,1.3367,8.9859,0.8909,11.303,856.8,0.49,0.11111,0,1
2,1,7.90E+05,0.527,9.3751,-40.88,7.9579,-32.05,8.943,0.89666,3,1.7299,8.9383,12.829,81.969,-3931.7,-103.32,34551,7.714,0.88102,0.44556,0.74215,0.82029,1.7149,9.6091,0.93069,18.234,-514.09,0.43,0.13333,0,1
2,6,4.676,0.576,5.9957,-40.335,5.8867,-36.846,3.4901,0.77666,3,1.602,1.0584,6.0563,10.693,-283.19,-43.429,359.28,2.5955,0.10896,0.0091935,0.035752,0.096361,1.3633,3.5974,0.97017,6.2455,-111.41,0.39,0.088889,0,1
2,6,1.108,0.478,4.5785,-45.24,5.0146,-38.264,6.9904,0.83557,3,1.5084,6.0203,15.235,30.29,-586.36,-45.893,1112.9,5.0783,0.3536,0.06936,0.2244,0.31824,1.3685,7.266,0.96207,15.201,1068.5,0.36,0.11111,0,1
2,6,1.779,0.538,4.4695,-46.221,5.1236,-42.188,4.0862,0.78186,3,1.41,0,5.1911,15.099,-252.01,0,466.24,0,0.2094,0.0087249,0.069799,0.14542,1.1055,4.125,0.99057,7.6674,516.48,0.36,0.088889,0,1
2,6,1.08,0.436,3.8155,-47.748,4.3605,-43.06,4.7191,0.93372,3,1.455,4.8769,12.469,24.985,-746,-65.199,593.09,4.3032,-0.10577,-0.077309,-0.025182,0.0012591,1.413,4.7639,0.99061,10.926,171.58,0.3,0.11111,0,1
2,6,1.398,0.422,3.4884,-48.293,4.1425,-44.368,3.9786,0.79484,3,1.4056,0.35038,6.723,24.109,-881.43,-77.862,273.07,1.7519,0.14337,0.023298,0.071686,0.12545,1.1478,4.1212,0.9654,9.7659,-459.34,0.23,0.088889,0,1
2,6,8.503,0.613,3.2704,-48.729,3.7064,-45.022,3.732,0.80661,3,1.4537,0.29463,6.0562,12.825,-228.32,-5.3645,230.27,2.1802,0.26748,0.092345,0.17195,0.23182,1.2075,3.853,0.96859,6.2855,17.127,0.31,0.088889,0,1
2,6,1.817,0.765,4.3605,-49.056,4.4695,-45.131,3.926,0.73358,3,1.543,0,3.7591,10.067,-300.53,-30.384,277.57,1.8169,-0.054485,0,0.012108,0.024216,1.03,3.9353,0.99764,5.1441,-18.515,0.34,0.11111,0,1
2,6,2.62,0.569,5.0146,-51.345,5.2326,-49.165,2.1911,0.78574,3,1.4711,0,6.0563,7.2676,-415.21,-43.597,416.1,1.5141,0.07593,-0.021694,0.0054236,0.048812,1.1459,2.2511,0.97334,3.9563,-37.486,0.3,0.11111,0,1
2,6,6.027,0.525,4.4695,-44.804,5.6687,-35.429,9.4515,0.7982,3,1.4436,3.1967,11.604,36.789,-1352.7,56.582,1399.5,1.4731,0.86883,0.12196,0.21878,0.6625,1.3231,9.7742,0.96699,18.617,-1233.9,0.36,0.13333,0,1
2,6,7.042,0.467,4.0335,-49.928,4.3605,-45.785,4.1554,0.83666,3,1.492,2.5724,12.87,21.356,-371.28,45.527,1102.9,3.0959,0.12583,-0.0057197,0.028599,0.071497,1.3768,4.352,0.95482,9.3191,99.305,0.34,0.13333,0,1
2,6,1.461,0.647,3.7064,-50.691,4.1425,-46.003,4.7078,0.78024,3,1.478,1.4275,6.4125,17.899,-378.53,8.8534,695.85,0,0.11864,-0.048466,0,0.043418,1.2099,4.9371,0.95356,7.6307,1071.6,0.26,0.11111,0,1
2,6,1.959,0.632,2.7253,-51.018,3.4884,-47.857,3.2522,0.79529,3,1.3339,0,5.3209,10.297,-317.05,-34.613,210.1,0,0.19732,0.025579,0.087699,0.12972,1.0829,3.346,0.97196,5.2943,-34.613,0.24,0.088889,0,1
2,6,1.251,0.395,4.0335,-51.454,4.3605,-48.402,3.0698,0.80586,3,1.4641,0,7.7865,16.815,-722.68,51.47,430.9,2.7253,-0.077423,-0.033679,0.0058067,0.033679,1.2316,3.0969,0.99126,7.8402,79.712,0.28,0.088889,0,1
2,6,2.853,0.51,3.8155,-51.999,4.2515,-46.876,5.1421,0.80316,3,1.4859,5.7375,8.0135,25.895,-642.44,2.46E-11,637.37,3.0282,0.21955,-1.67E-17,0.12711,0.15761,1.3076,5.3711,0.95737,10.532,274.59,0.3,0.12222,0,1
2,6,2.239,0.466,3.8155,-51.345,4.2515,-48.075,3.2993,0.83202,3,1.4382,2.2226,7.2676,19.726,-326.46,173.34,670.65,2.8688,-0.17289,-0.10301,-0.039621,0.014408,1.2297,3.3804,0.97601,7.2541,562.79,0.37,0.088889,0,1
2,6,1.687,0.791,1.6352,-54.179,3.3794,-48.729,5.7229,0.78628,3,1.2611,0,6.4125,14.646,-480.65,-29.057,496,0,0.42361,-2.22E-16,0.19935,0.30276,0.97212,6.0588,0.94457,7.6596,-73.34,0.25,0.088889,0,1
2,6,2.948,0.529,0.98112,-53.307,2.9433,-48.184,5.4865,0.78289,3,1.205,2.5819,7.2676,28.422,-556.87,-140.57,499.18,3.381,0.29241,0.049818,0.11155,0.1579,1.0415,5.8574,0.93668,11.073,-140.19,0.28,0.044444,0,1
2,6,1.575,0.469,6.6498,-41.316,6.5408,-34.121,7.1957,0.88123,3,1.5859,7.0404,12.113,24.121,-448.73,-29.69,531.26,9.1959,0.32205,0.1166,0.20066,0.31544,1.5465,7.3741,0.97581,15.723,-278.48,0.41,0.13333,0,1
2,6,1.708,0.335,6.2137,-40.771,5.5597,-33.358,7.4417,0.78505,3,1.6588,8.4277,19.011,35.816,-1286.5,-437.53,1363,4.5343,0.76652,0.29256,0.50463,0.66145,1.5592,7.8539,0.94752,23.444,836.54,0.35,0.11111,0,1
2,6,9.35,0.408,6.2137,-35.538,4.6876,-27.362,8.3172,0.86094,3,1.7553,7.0404,14.803,61.384,-1511.3,45.403,7102.5,73.516,0.99303,0.17103,0.833,0.91816,1.5597,8.7224,0.95354,21.378,-482.6,0.42,0.13333,0,1
2,6,1.618,0.723,7.1948,-38.591,7.9579,-33.685,4.9646,0.68138,3,1.4165,0,6.4125,14.823,-488,-35.221,678.65,0,0.3423,0.10772,0.24895,0.29132,1.0144,5.3974,0.91981,7.4653,-402.17,0.42,0.13333,0,1
2,6,2.183,0.614,6.7588,-42.842,7.7399,-38.045,4.8959,0.71486,3,1.369,0,7.7865,17.293,-277.52,-57.87,526.6,3.6337,0.4709,0.19952,0.34468,0.40585,1.0697,5.5642,0.87989,9.0622,913.11,0.38,0.11111,0,1
2,6,1.246,0.62,6.6498,-44.368,7.4129,-39.899,4.5342,0.76252,3,1.4017,0,6.6129,19.607,-483.49,-122.35,310.35,0,0.82821,0.30324,0.70503,0.77396,0.96261,5.275,0.85957,8.508,-316.14,0.36,0.13333,0,1
2,6,1.149,0.589,6.1047,-43.605,7.6309,-39.354,4.5171,0.74289,3,1.2261,0,7.2675,16.823,-623.55,-91.761,250.02,0,0.29728,0.033412,0.11839,0.22441,0.91812,4.8273,0.93574,8.1958,-240.42,0.46,0.14444,0,1
2,6,1.02,0.649,5.8867,-43.387,6.6498,-39.899,3.5709,0.76111,3,1.3554,0,5.7375,13.595,-455.35,0.0038505,225.46,1.7033,0.33612,0.11814,0.19968,0.2679,1.1536,3.8227,0.93413,5.8902,132.44,0.45,0.13333,0,1
2,6,1.806,0.591,6.1047,-44.586,6.9768,-40.226,4.4469,0.71978,3,1.3734,5.4766,6.8133,13.896,-420.03,-9.8974,405.93,5.4506,0.59862,0.26724,0.47034,0.5131,1.186,5.1623,0.86142,8.7348,237.82,0.41,0.13333,0,1
2,6,1.127,0.615,5.9957,-42.733,7.1948,-39.572,3.3812,0.8031,3,1.2083,2.1955,7.2675,11.436,-229.25,-14.193,452.31,1.2044,0.41474,0.16765,0.3216,0.36764,1.1298,3.7297,0.90655,6.0645,52.447,0.45,0.13333,0,1
2,6,2.188,1.368,6.9768,-43.169,8.285,-37.718,5.6054,0.723,3,1.3353,0,5.1911,10.351,-304.42,33.682,445.67,3.2063,0.36465,0.085226,0.16112,0.27985,0.89798,6.2502,0.89684,4.5689,13.072,0.49,0.13333,0,1
2,6,1.566,0.542,6.5408,-43.278,7.5219,-38.591,4.7891,0.7554,3,1.3645,0,7.2675,14.745,-431.51,-16.994,410.47,2.0187,0.28288,0.1206,0.15137,0.19752,1.112,5.1542,0.92916,9.5097,1068.3,0.38,0.13333,0,1
2,6,1.435,0.652,7.1948,-43.169,7.8489,-38.045,5.1652,0.74906,3,1.4438,2.0624,7.2675,13.654,-361.02,2.95E-08,535.44,1.4731,0.2991,0.13091,0.19556,0.24411,1.2607,5.5264,0.93465,8.476,209.06,0.38,0.13333,0,1
2,6,2.28,0.468,6.7588,-42.733,7.5219,-38.918,3.891,0.75609,3,1.3734,0,9.0843,21.114,-728.19,-149.11,707.65,1.1849,0.19241,0.083379,0.11759,0.15179,1.1256,4.0897,0.95142,8.7387,465.49,0.39,0.13333,0,1
2,6,1.921,0.752,7.5219,-43.278,8.285,-39.463,3.891,0.7539,3,1.3734,0,6.8133,11.13,-351.06,-65.581,499.93,2.0188,0.25655,0.042758,0.12828,0.19241,1.1118,4.2789,0.90935,5.69,114.01,0.37,0.13333,0,1
2,6,8.502,1.188,8.83,-43.496,9.7021,-38.7,4.8752,0.72959,3,1.3909,0,5.7375,7.7867,-364.61,0,377.21,3.2063,0.38027,0.097504,0.22426,0.30714,0.95556,5.5176,0.88357,4.6444,-34.597,0.37,0.11111,0,1
2,6,1.934,0.587,8.9391,-45.349,9.9202,-41.207,4.2571,0.74685,3,1.3382,0,7.2675,12.379,-454.22,-81.249,597.61,3.1044,0.35732,0.12004,0.25961,0.31963,1.0617,4.6355,0.91836,7.897,670.62,0.4,0.11111,0,1
2,6,8.793,0.659,7.1948,-45.567,7.5219,-40.226,5.3516,0.79275,3,1.5096,0.33856,8.1141,15.309,-734.26,-36.896,648.4,4.8177,1.3923,0.58157,1.0748,1.3723,1.0531,6.4841,0.82535,9.8393,564.26,0.36,0.13333,0,1
2,6,4.332,0.939,7.1948,-45.349,7.4129,-41.643,3.7128,0.6837,3,1.512,0,6.0563,8.735,-412.15,-34.613,411.24,3.6337,0.877,0.53964,0.78738,0.85331,1.0762,4.6861,0.79232,4.9905,226.87,0.47,0.13333,0,1
2,6,2.305,0.965,9.4841,-44.259,10.465,-38.045,6.2907,0.76272,3,1.4142,0,7.2675,12.326,-301.28,-12.144,336.46,0,0.15868,1.11E-16,0.079342,0.11958,1.1232,6.7325,0.93438,6.9766,-150.73,0.44,0.15556,0,1
2,6,1.102,0.623,9.5931,-43.605,10.138,-38.155,5.4778,0.78986,3,1.4711,5.017,7.7865,25.411,-717.76,2.95E-08,1410.8,3.6337,0.82439,0.58683,0.6671,0.74737,1.2571,6.3886,0.85744,10.255,525.16,0.42,0.13333,0,1
2,6,1.66,0.602,8.503,-42.624,9.3751,-37.609,5.0899,0.78098,3,1.3986,4.053,7.0404,17.412,-709.59,-28.386,484.5,2.1803,0.3689,0.14522,0.25216,0.32267,1.3287,5.4423,0.93523,9.0404,-42.314,0.41,0.15556,0,1
2,6,1.518,0.731,8.83,-43.06,9.1571,-38.918,4.1554,0.70477,3,1.492,0,6.8133,13.04,-343.95,35.926,455.17,5.8018,0.14299,-0.089514,0,0.11811,1.1428,4.5673,0.90982,6.248,250.96,0.38,0.15556,0,1
2,6,1.126,0.585,8.067,-44.913,8.83,-40.008,4.9646,0.7653,3,1.4165,0,8.7211,16.314,-738.34,-50.507,681.34,0,0.23458,0.0016756,0.075402,0.15009,1.1562,5.233,0.9487,8.9454,-195.3,0.4,0.15556,0,1
2,6,1.151,0.599,8.067,-41.861,8.721,-36.955,4.949,0.79973,3,1.4382,2.6361,6.8133,16.352,-214.06,-9.9012,298.31,0.53967,0.26654,0,0.13687,0.21323,1.307,5.1814,0.95515,8.6501,394.02,0.44,0.15556,0,1
2,6,0.943,0.621,8.83,-43.169,9.2661,-37.282,5.9028,0.84,3,1.4969,6.0244,9.5574,19.468,-432.82,-201.87,525.61,9.4376,0.42278,0.13408,0.25367,0.3495,1.4192,6.308,0.93577,10.158,-281.38,0.44,0.16667,0,1
2,6,0.728,0.482,8.394,-43.714,8.9391,-37.5,6.2376,0.82582,3,1.4833,5.6593,12.825,18.146,-384.23,-127.87,443.62,6.7712,0.402,0.21986,0.30864,0.36256,1.4645,6.5885,0.94674,13.669,-127.87,0.42,0.15556,0,1
2,6,1.396,0.267,8.285,-42.406,7.6309,-34.884,7.5503,0.88782,3,1.6575,20.05,34.425,45.637,-409.81,25.662,1391.7,30.268,1.0152,0,0.50052,0.95523,1.4773,7.9353,0.95148,29.72,73.734,0.46,0.17778,0,1
2,6,0.891,0.558,6.3227,-43.605,7.4129,-39.463,4.2835,0.72988,3,1.3135,0,6.4125,16.806,-453.81,-0.002645,527.9,0,0.56041,0.1082,0.25801,0.41337,1.0728,4.5977,0.93168,8.2395,-175.55,0.42,0.13333,0,1
2,6,1.664,0.893,5.9957,-45.567,7.0858,-37.936,7.7084,0.79082,3,1.4289,2.4616,6.8133,16.647,-356.25,-27.755,377.21,4.5113,0.63209,0.36846,0.4625,0.555,1.2536,8.1694,0.94357,9.1482,8.707,0.48,0.13333,0,1
2,6,1.072,0.565,6.9768,-44.259,7.5219,-38.482,5.8033,0.81111,3,1.4767,4.8154,9.8411,24.557,-759.85,-35.528,595.18,3.0282,0.48327,0.2574,0.34607,0.39726,1.4041,6.1675,0.94095,10.916,-675.63,0.43,0.15556,0,1
2,6,1.141,0.628,6.6498,-43.605,7.0858,-36.737,6.8816,0.78744,3,1.5074,6.0563,9.3881,13.618,-488.45,-2.46E-11,712.98,7.5624,1.2537,0.89401,1.1743,1.2204,1.4254,7.8783,0.87349,12.545,35.225,0.43,0.13333,0,1
2,6,0.874,0.46,5.8867,-43.278,7.3039,-36.628,6.7991,0.87221,3,1.3608,6.5328,11.863,25.446,-790.75,-167.21,283.41,5.1389,0.56106,0.1407,0.37229,0.48153,1.3828,7.0845,0.95971,15.401,-148.79,0.52,0.13333,0,1
2,6,2.648,0.464,7.0858,-44.695,7.8489,-38.7,6.0441,0.78833,3,1.4442,5.6829,12.825,21.803,-596,-44.484,495.52,4.4751,0.35195,0.14314,0.25266,0.30456,1.3475,6.5422,0.92386,14.1,-135.79,0.42,0.13333,0,1
2,6,2.814,0.723,6.3227,-42.624,7.4129,-38.809,3.9681,0.69169,3,1.2925,0,6.0563,18.489,-518.52,39.174,886.32,3.2063,0.4043,0.25156,0.29948,0.33093,0.98176,4.8234,0.82268,6.6714,22.04,0.48,0.15556,0,1
2,6,1.617,1.046,6.8678,-44.804,8.067,-40.008,4.9442,0.74155,3,1.3258,0,5.7375,10.792,-398.43,-33.14,377.21,1.8795,0.47591,0.15864,0.27761,0.37015,0.91805,5.3896,0.91736,5.1525,499.49,0.47,0.13333,0,1
2,6,2.029,0.708,7.5219,-45.131,7.3039,-40.008,5.1282,0.71678,3,1.6133,1.2934,7.2675,15.625,-405.23,-37.269,634.36,3.6338,0.85278,0.28688,0.68825,0.8296,1.2863,5.9853,0.8568,8.4539,521.98,0.4,0.13333,0,1
2,6,1.977,1.757,7.7399,-44.695,8.176,-38.591,6.1203,0.69287,3,1.4995,0,3.8737,7.1312,-273.69,-13.986,240.59,0,0.33397,0.058251,0.1165,0.27184,0.9802,6.6773,0.91658,3.8004,181.17,0.48,0.13333,0,1
2,6,2.597,1.354,8.83,-43.278,8.83,-37.827,5.4506,0.66264,3,1.5708,0,6.0563,9.0687,-348.69,-16.779,381.31,0,0.21803,0,0.10901,0.21803,1.1218,6.3509,0.85824,4.6905,319.75,0.44,0.2,0,1
2,6,1.693,0.697,8.612,-44.477,8.612,-40.117,4.3605,0.83304,3,1.5708,3.4348,6.4125,15.693,-412.49,-55.498,383.02,2.4089,0.21803,0.10901,0.10901,0.21803,1.4147,4.4819,0.97291,6.4303,-383.37,0.47,0.11111,0,1
2,6,2.052,0.827,8.721,-45.24,8.612,-41.534,3.708,0.66492,3,1.6002,0,5.4506,7.2676,-321.34,-35.331,291.71,1.8169,0.21473,0.086532,0.17146,0.20159,1.2209,4.1767,0.88779,5.0504,145.83,0.38,0.15556,0,1
2,6,2.219,0.632,9.7021,-45.785,9.9202,-41.316,4.4748,0.75461,3,1.5221,0,6.8133,15.94,-446.16,-28.394,315.13,0,0.15137,0.019652,0.069048,0.12429,1.2696,4.7394,0.94417,7.4991,121.13,0.49,0.16667,0,1
2,6,2.395,0.938,10.138,-45.567,9.9202,-41.425,4.1482,0.72071,3,1.6234,0,4.5383,8.1681,-364.57,-19.786,239.33,1.5573,0.73912,0.27731,0.45837,0.61307,1.2428,4.8674,0.85224,5.1892,201.52,0.49,0.13333,0,1
2,6,1.066,0.69,9.2661,-43.605,9.2661,-39.79,3.8155,0.74941,3,1.5708,0,6.4125,10.698,-361.24,0.0052902,301.97,0,-0.21803,-0.21803,0,0,1.1805,3.9856,0.95731,5.7762,128.97,0.38,0.15556,0,1
2,6,0.958,0.708,9.4841,-44.913,10.029,-41.207,3.7463,0.72946,3,1.4248,0,6.0562,14.444,-402.76,-69.216,450.54,2.653,0.32673,0.095799,0.23474,0.28232,1.152,4.2338,0.88487,5.9799,-130.44,0.41,0.15556,0,1
2,6,0.991,0.647,8.83,-43.06,9.0481,-39.136,3.9305,0.74124,3,1.5153,0,6.8133,13.983,-382.89,0,368.7,0,0.13303,-0.024188,0.030235,0.11066,1.2079,4.194,0.93719,6.4822,60.574,0.42,0.17778,0,1
2,6,1.763,0.789,9.2661,-44.041,9.5931,-39.463,4.5902,0.77011,3,1.4995,0,6.8133,13.627,-382.24,-0.0038505,377.21,0,0.1864,0.081552,0.10874,0.15922,1.2251,4.8213,0.95207,6.1106,57.01,0.38,0.15556,0,1
2,6,6.106,5.494,8.503,-44.477,8.721,-33.576,10.903,0.63946,3,1.5508,0,2.3194,6.4125,-120.22,0,121.57,0,0.77166,0.23106,0.36403,0.50724,0.87046,12.623,0.86377,2.2976,-130.44,0.5,0.17778,0,1
2,6,1.164,0.853,10.683,-43.06,11.228,-39.572,3.5307,0.73648,3,1.4158,0,5.2992,10.538,-327.6,-53.65,747.33,0.75703,0.37697,0.12353,0.22551,0.31066,1.0495,3.7907,0.93143,4.4439,-77.26,0.43,0.13333,0,1
2,6,1.655,0.992,11.119,-43.605,11.228,-38.809,4.7978,0.70576,3,1.5481,0,6.0563,12.839,-367.9,0.015402,381.15,3.4066,0.28485,0.086197,0.22045,0.2576,1.1982,5.1726,0.92754,5.2143,114.36,0.41,0.14444,0,1
2,6,1.251,0.633,9.4841,-44.15,10.138,-39.681,4.5171,0.78909,3,1.4255,2.3906,6.8133,19.666,-495.19,-38.334,473.8,0,0.39462,0.1076,0.21441,0.31728,1.2593,4.8614,0.92919,7.6799,-410.46,0.4,0.13333,0,1
2,6,0.918,0.444,9.8112,-44.913,9.9202,-37.718,7.1957,0.91433,3,1.5556,6.2344,13.68,39.331,-671.05,-2.46E-11,1188.3,7.7406,0.48224,0.061271,0.35838,0.45186,1.5335,7.4501,0.96585,16.779,498.81,0.42,0.15556,0,1
2,6,1.582,0.432,9.0481,-42.188,8.612,-35.538,6.6641,0.84387,3,1.6363,5.9145,13.584,38.482,-936.55,-39.59,1740.6,15.444,0.67586,0.21292,0.50823,0.61648,1.5537,7.0362,0.94712,16.287,-339.86,0.41,0.14444,0,1
2,6,6.454,0.857,8.83,-45.131,10.029,-38.7,6.5426,0.7535,3,1.3865,0,6.0563,13.618,-379.94,-70.01,382.07,0,0.49224,0.11098,0.18345,0.36255,1.1306,6.8127,0.96036,7.9494,-142.42,0.42,0.13333,0,1
2,6,3.917,3.251,9.7021,-43.932,9.9202,-35.211,8.7238,0.65178,3,1.5458,0,3.4066,6.8133,-123.91,0,336.46,0,0.59666,0.043592,0.12669,0.43946,0.93015,9.8052,0.88971,3.016,652.95,0.48,0.17778,0,1
2,6,1.371,1.02,10.901,-42.406,11.119,-38.591,3.8217,0.63822,3,1.5137,0,4.1928,13.899,-306.42,29.479,320.57,2.2788,0.21145,0.0027986,0.049753,0.10884,1.0613,4.513,0.84682,4.4245,-100.59,0.44,0.15556,0,1
2,6,2.446,0.659,10.901,-42.188,11.119,-38.591,3.604,0.76544,3,1.5103,2.2617,6.8878,12.825,-553.69,-0.0044565,600.59,1.3294,0.23082,0.040228,0.11871,0.17014,1.2552,4.0726,0.88495,6.1799,316.66,0.475,0.16667,0,1
2,6,7.415,1.133,8.9391,-38.373,9.3751,-32.159,6.229,0.68069,3,1.5007,0,6.8133,10.278,-450.96,0,484.51,2.8344,0.60096,0.31212,0.43498,0.56662,1.1695,7.4104,0.84058,6.5405,348.31,0.48,0.14444,0,1
2,6,1.295,0.557,7.8489,-42.515,9.1571,-37.936,4.7618,0.81301,3,1.2925,0,8.7271,13.483,-654.67,-53.75,313.65,0,0.089844,-0.025456,0,0.050912,1.0259,4.9114,0.96953,8.8176,-134.58,0.45,0.15556,0,1
2,6,1.319,0.681,6.8678,-42.079,8.176,-37.936,4.3441,0.70798,3,1.2649,0,6.613,11.385,-326.79,4.165,422.07,2.0188,0.19696,-0.027356,0.087539,0.13404,0.92016,4.9351,0.88025,7.2469,-293.12,0.48,0.14444,0,1
2,6,4.578,0.586,7.1948,-43.714,8.503,-39.463,4.4482,0.86156,3,1.2723,5.5001,7.2675,16.079,-414.86,-19.791,161.26,0,0.36868,0.041677,0.18434,0.29735,1.202,4.6343,0.95984,7.9084,-413.46,0.47,0.13333,0,1
2,6,1.739,0.753,7.5219,-45.785,8.612,-40.771,5.1317,0.72512,3,1.3567,0,6.4125,9.5788,-485.38,-30.283,235.91,4.445,0.21305,0.090778,0.12968,0.176,1.1137,5.6314,0.91127,7.4786,-413.72,0.4,0.12222,0,1
2,6,1.19,0.738,6.9768,-43.605,8.176,-39.572,4.208,0.7691,3,1.2818,1.6958,6.4125,11.172,-252.63,22.117,234.74,0,0.41232,0.10252,0.20757,0.33918,1.1444,4.6124,0.9123,6.2499,128.97,0.41,0.13333,0,1
2,6,2.144,0.892,8.285,-44.477,9.3751,-40.226,4.389,0.74729,3,1.3198,0,6.4125,9.915,-406.28,-116.06,425.83,0,0.51715,0.14621,0.37636,0.44946,1.0318,4.7795,0.9183,5.3582,-120.08,0.39,0.15556,0,1
2,6,1.741,0.768,7.8489,-45.349,8.612,-40.226,5.1801,0.79809,3,1.4229,0,7.1452,11.666,-406.14,16.298,381.31,0,0.20876,0.0156,0.064235,0.13581,1.1465,5.2932,0.97864,6.8922,-3.8198,0.39,0.13333,0,1
